"GeneID"	"GeneName"	"Family_Subfamily"	"ProteinClass"	"GO_MF"	"GO_BP"	"GO_CC"
"SORBI_3003G415700"	"Knottin scorpion toxin-like domain-containing protein (Fragment)"	"KNOTTIN SCORPION TOXIN-LIKE DOMAIN-CONTAINING PROTEIN (PTHR33147:SF152)"	"antimicrobial response protein(PC00051)"	NA	"defense response(GO:0006952)"	NA
"SORBI_3001G003900"	"Pentatricopeptide repeat-containing protein"	"OS02G0625100 PROTEIN (PTHR47928:SF164)"	NA	"RNA binding(GO:0003723)"	"RNA modification(GO:0009451)"	NA
"SORBI_3002G026150"	"Pentacotripeptide-repeat region of PRORP domain-containing protein"	NA	NA	NA	NA	NA
"SORBI_3004G006000"	"Uncharacterized protein"	"PROTEASE DO-LIKE 5, CHLOROPLASTIC (PTHR43019:SF23)"	"serine protease(PC00203)"	NA	NA	NA
"SORBI_3004G329000"	"Carboxypeptidase"	"SERINE CARBOXYPEPTIDASE 24 (PTHR11802:SF25)"	"serine protease(PC00203)"	"carboxypeptidase activity(GO:0004180);serine-type carboxypeptidase activity(GO:0004185)"	"proteolysis(GO:0006508);brassinosteroid mediated signaling pathway(GO:0009742)"	NA
"SORBI_3002G184200"	"J domain-containing protein"	"OS09G0368800 PROTEIN (PTHR45090:SF3)"	"chaperone(PC00072)"	NA	"chaperone-mediated protein folding(GO:0061077)"	"endoplasmic reticulum(GO:0005783);chloroplast(GO:0009507)"
"SORBI_3001G385000"	"Apyrase"	"GUANOSINE-DIPHOSPHATASE (PTHR11782:SF83)"	"nucleotide phosphatase(PC00173)"	"ATP binding(GO:0005524);hydrolase activity(GO:0016787);nucleoside diphosphate phosphatase activity(GO:0017110)"	"nucleoside diphosphate catabolic process(GO:0009134)"	"membrane(GO:0016020)"
"SORBI_3001G293700"	"Vacuolar protein sorting-associated protein 13 VPS13 adaptor binding domain-containing protein"	NA	NA	NA	NA	NA
"SORBI_3005G174500"	"Bifunctional inhibitor_plant lipid transfer protein_seed storage helical domain-containing protein"	NA	NA	NA	NA	NA
"SORBI_3001G499500"	"HTH La-type RNA-binding domain-containing protein"	"LA-RELATED PROTEIN 1 (PTHR22792:SF132)"	"RNA metabolism protein(PC00031)"	"RNA binding(GO:0003723)"	NA	"cytoplasm(GO:0005737)"
"SORBI_3005G110436"	"Fibronectin type III-like domain-containing protein"	"OS11G0291000 PROTEIN (PTHR42721:SF4)"	"glucosidase(PC00108)"	"xylan 1,4-beta-xylosidase activity(GO:0009044);hydrolase activity, acting on glycosyl bonds(GO:0016798);alpha-L-arabinofuranosidase activity(GO:0046556)"	"arabinan catabolic process(GO:0031222);xylan catabolic process(GO:0045493)"	NA
"SORBI_3003G133900"	"GRF-type domain-containing protein"	"3'-5' EXORIBONUCLEASE 1-RELATED (PTHR23044:SF61)"	"exoribonuclease(PC00099)"	"3'-5'-RNA exonuclease activity(GO:0000175);nucleic acid binding(GO:0003676);exonuclease activity(GO:0004527);zinc ion binding(GO:0008270)"	NA	NA
"SORBI_3001G506500"	"Exostosin GT47 domain-containing protein"	"OS03G0144500 PROTEIN (PTHR11062:SF78)"	"glycosyltransferase(PC00111)"	"glycosyltransferase activity(GO:0016757)"	"protein glycosylation(GO:0006486)"	"Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794);membrane(GO:0016020)"
"SORBI_3010G178900"	"Glycosyltransferase"	"GLYCOSYLTRANSFERASE (PTHR11926:SF1050)"	"transferase(PC00220)"	"UDP-glycosyltransferase activity(GO:0008194);transferase activity(GO:0016740);quercetin 3-O-glucosyltransferase activity(GO:0080043);quercetin 7-O-glucosyltransferase activity(GO:0080044)"	NA	"cytoplasm(GO:0005737)"
"SORBI_3008G176732"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3002G013000"	"Uncharacterized protein"	"OS07G0120500 PROTEIN (PTHR31676:SF89)"	NA	NA	NA	NA
"SORBI_3001G046500"	"Methyltransferase"	"METHYLTRANSFERASE (PTHR44068:SF2)"	NA	"sterol 24-C-methyltransferase activity(GO:0003838);methyltransferase activity(GO:0008168);S-adenosylmethionine-dependent methyltransferase activity(GO:0008757)"	"steroid biosynthetic process(GO:0006694);sterol biosynthetic process(GO:0016126);methylation(GO:0032259)"	"endoplasmic reticulum(GO:0005783)"
"SORBI_3006G171050"	"Zinc finger PHD-type domain-containing protein"	"OS04G0551600 PROTEIN (PTHR33779:SF11)"	NA	"zinc ion binding(GO:0008270)"	NA	NA
"SORBI_3010G141466"	"CCHC-type domain-containing protein"	"OS11G0296500 PROTEIN (PTHR23002:SF89)"	"RNA metabolism protein(PC00031)"	"nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)"	"positive regulation of cytoplasmic translation(GO:2000767)"	"cytoplasm(GO:0005737)"
"SORBI_3005G183100"	"Sulfotransferase"	"SULFOTRANSFERASE (PTHR11783:SF194)"	"transferase(PC00220)"	"sulfotransferase activity(GO:0008146);transferase activity(GO:0016740)"	"sulfation(GO:0051923)"	"cytoplasm(GO:0005737)"
"SORBI_3007G144700"	"Leucine-rich repeat-containing N-terminal plant-type domain-containing protein"	NA	NA	NA	NA	NA
"SORBI_3002G226800"	"protein-serine_threonine phosphatase"	"PROTEIN PHOSPHATASE 2C 69-RELATED (PTHR47992:SF140)"	"protein phosphatase(PC00195)"	"phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);myosin phosphatase activity(GO:0017018);calmodulin-dependent protein phosphatase activity(GO:0033192);histone H2AXS140 phosphatase activity(GO:0140791);RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity(GO:0180004);RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity(GO:0180005);RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity(GO:0180006);RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity(GO:0180007);RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity(GO:0180008);MAP kinase serine/threonine phosphatase activity(GO:1990439)"	"chromatin remodeling(GO:0006338);regulation of transcription by RNA polymerase II(GO:0006357);regulation of intracellular signal transduction(GO:1902531)"	NA
"SORBI_3006G081000"	"Protein kinase domain-containing protein"	"PROTEIN KINASE SUPERFAMILY PROTEIN (PTHR47984:SF41)"	NA	"protein kinase activity(GO:0004672);ATP binding(GO:0005524);kinase activity(GO:0016301)"	NA	"membrane(GO:0016020)"
"SORBI_3001G044400"	"Glycosyltransferase"	"GLYCOSYLTRANSFERASE (PTHR48047:SF190)"	"glycosyltransferase(PC00111)"	"UDP-glycosyltransferase activity(GO:0008194);glycosyltransferase activity(GO:0016757);UDP-glucosyltransferase activity(GO:0035251)"	NA	NA
"SORBI_3002G097100"	"FBD domain-containing protein"	"OS12G0595200 PROTEIN (PTHR32141:SF168)"	NA	NA	NA	NA
"SORBI_3005G054900"	"4-coumarate--CoA ligase"	"4-COUMARATE--COA LIGASE (PTHR43272:SF63)"	"ligase(PC00142)"	"long-chain fatty acid-CoA ligase activity(GO:0004467);4-coumarate-CoA ligase activity(GO:0016207);trans-cinnamate-CoA ligase activity(GO:0106290)"	"long-chain fatty acid metabolic process(GO:0001676);phenylpropanoid metabolic process(GO:0009698)"	"endoplasmic reticulum(GO:0005783);membrane(GO:0016020)"
"SORBI_3002G284701"	"Auxin induced protein"	"AUXIN-RESPONSIVE PROTEIN SAUR36 (PTHR31175:SF105)"	NA	NA	"response to auxin(GO:0009733)"	NA
"SORBI_3004G298200"	"MSP domain-containing protein"	"VESICLE-ASSOCIATED PROTEIN 2-1 (PTHR10809:SF42)"	"membrane trafficking regulatory protein(PC00151)"	"protein-membrane adaptor activity(GO:0043495)"	"endoplasmic reticulum-plasma membrane tethering(GO:0061817);endoplasmic reticulum membrane organization(GO:0090158)"	"endoplasmic reticulum membrane(GO:0005789);plasma membrane(GO:0005886);membrane(GO:0016020)"
"SORBI_3009G004800"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3007G033600"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3007G016500"	"Uncharacterized protein"	"OS08G0113900 PROTEIN (PTHR35165:SF6)"	NA	NA	NA	"membrane(GO:0016020)"
"SORBI_3007G168300"	"Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY"	"PROTEIN O-GLCNAC TRANSFERASE (PTHR44835:SF1)"	"protein modifying enzyme(PC00260)"	"glycosyltransferase activity(GO:0016757);peptide-O-fucosyltransferase activity(GO:0046922);RNA polymerase II C-terminal domain S5 O-GlcNAc transferase activity(GO:0140842);RNA polymerase II C-terminal domain S7 O-GlcNAc transferase activity(GO:0140843)"	"protein glycosylation(GO:0006486);cytokinin-activated signaling pathway(GO:0009736);gibberellic acid mediated signaling pathway(GO:0009740);negative regulation of gibberellic acid mediated signaling pathway(GO:0009938);protein O-linked fucosylation(GO:0036066);regulation of reactive oxygen species metabolic process(GO:2000377)"	"nucleus(GO:0005634);cytoplasm(GO:0005737)"
"SORBI_3005G110403"	"Rhamnogalacturonan lyase domain-containing protein"	NA	NA	NA	NA	NA
"SORBI_3001G382600"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3001G153800"	"Beta-glucosidase"	"BETA-GLUCOSIDASE 40 (PTHR10353:SF302)"	"glycosidase(PC00110)"	"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);beta-glucosidase activity(GO:0008422);hydrolase activity(GO:0016787)"	"carbohydrate metabolic process(GO:0005975)"	NA
"SORBI_3010G130800"	"4-coumarate--CoA ligase"	"4-COUMARATE--COA LIGASE (PTHR43859:SF69)"	"ligase(PC00142)"	"4-coumarate-CoA ligase activity(GO:0016207);trans-cinnamate-CoA ligase activity(GO:0106290)"	"phenylpropanoid metabolic process(GO:0009698)"	NA
"SORBI_3009G080266"	"CCHC-type domain-containing protein"	"OS11G0296500 PROTEIN (PTHR23002:SF89)"	"RNA metabolism protein(PC00031)"	"nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)"	"positive regulation of cytoplasmic translation(GO:2000767)"	"cytoplasm(GO:0005737)"
"SORBI_3003G108050"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3004G124500"	"Major facilitator superfamily (MFS) profile domain-containing protein"	"FACILITATED GLUCOSE TRANSPORTER PROTEIN 1 (PTHR23503:SF8)"	"secondary carrier transporter(PC00258)"	"hexose transmembrane transporter activity(GO:0015149);transmembrane transporter activity(GO:0022857)"	"hexose transmembrane transport(GO:0008645);monosaccharide transmembrane transport(GO:0015749);transmembrane transport(GO:0055085)"	"membrane(GO:0016020)"
"SORBI_3002G345500"	"Knottin scorpion toxin-like domain-containing protein"	"DEFENSIN-LIKE PROTEIN 2 (PTHR33147:SF149)"	"antimicrobial response protein(PC00051)"	NA	"defense response(GO:0006952)"	NA
"SORBI_3002G278800"	"Uncharacterized protein"	"OS09G0538000 PROTEIN (PTHR11240:SF57)"	"endoribonuclease(PC00094)"	"RNA binding(GO:0003723);RNA endonuclease activity(GO:0004521);ribonuclease T2 activity(GO:0033897)"	"RNA catabolic process(GO:0006401)"	"extracellular region(GO:0005576)"
"SORBI_3004G216400"	"WPP domain-containing protein"	"RAN GTPASE-ACTIVATING PROTEIN 1 (PTHR46761:SF2)"	"GTPase-activating protein(PC00257)"	"GTPase activator activity(GO:0005096)"	NA	"nucleus(GO:0005634);cytoplasm(GO:0005737)"
"SORBI_3002G403833"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3009G172950"	"DNA helicase"	"DNA REPLICATION LICENSING FACTOR MCM3-RELATED (PTHR11630:SF46)"	"DNA metabolism protein(PC00009)"	"DNA binding(GO:0003677);single-stranded DNA binding(GO:0003697);helicase activity(GO:0004386);ATP binding(GO:0005524);four-way junction helicase activity(GO:0009378);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887);single-stranded DNA helicase activity(GO:0017116);double-stranded DNA helicase activity(GO:0036121);forked DNA-dependent helicase activity(GO:0061749);single-stranded 3'-5' DNA helicase activity(GO:1990518)"	"double-strand break repair via break-induced replication(GO:0000727);DNA replication(GO:0006260);DNA replication initiation(GO:0006270);DNA strand elongation involved in DNA replication(GO:0006271);mitotic DNA replication initiation(GO:1902975)"	"nucleus(GO:0005634);MCM complex(GO:0042555)"
"SORBI_3001G044900"	"tRNA (guanine(26)-N(2))-dimethyltransferase"	"TRNA (GUANINE(26)-N(2))-DIMETHYLTRANSFERASE (PTHR10631:SF3)"	"RNA methyltransferase(PC00033)"	"tRNA binding(GO:0000049);RNA binding(GO:0003723);methyltransferase activity(GO:0008168);tRNA (guanine) methyltransferase activity(GO:0016423);tRNA (guanine(26)-N2)-dimethyltransferase activity(GO:0160104)"	"tRNA N2-guanine methylation(GO:0002940);tRNA modification(GO:0006400);tRNA processing(GO:0008033);methylation(GO:0032259)"	"nucleus(GO:0005634)"
"SORBI_3001G324800"	"Cystatin domain-containing protein"	"CYSTEINE PROTEINASE INHIBITOR 8 (PTHR47116:SF3)"	NA	"cysteine-type endopeptidase inhibitor activity(GO:0004869)"	NA	NA
"SORBI_3005G020300"	"4-coumarate--CoA ligase"	"LONG CHAIN ACYL-COA SYNTHETASE 8 (PTHR43272:SF92)"	"ligase(PC00142)"	"long-chain fatty acid-CoA ligase activity(GO:0004467);4-coumarate-CoA ligase activity(GO:0016207);trans-cinnamate-CoA ligase activity(GO:0106290)"	"long-chain fatty acid metabolic process(GO:0001676);phenylpropanoid metabolic process(GO:0009698)"	"endoplasmic reticulum(GO:0005783);membrane(GO:0016020)"
"SORBI_3001G093732"	"Uncharacterized protein"	NA	NA	NA	NA	"membrane(GO:0016020)"
"SORBI_3007G220300"	"Elongator complex protein 2"	"ELONGATOR COMPLEX PROTEIN 2 (PTHR44111:SF1)"	NA	NA	"tRNA wobble uridine modification(GO:0002098);tRNA processing(GO:0008033)"	"nucleus(GO:0005634);cytoplasm(GO:0005737);elongator holoenzyme complex(GO:0033588)"
"SORBI_3001G516200"	"Uncharacterized protein"	"DUF241 DOMAIN PROTEIN (PTHR33070:SF59)"	NA	NA	"root development(GO:0048364);shoot system development(GO:0048367)"	NA
"SORBI_3004G117200"	"Plastid division protein PDV1"	"PLASTID DIVISION PROTEIN PDV1 (PTHR33600:SF4)"	NA	NA	"chloroplast fission(GO:0010020)"	NA
"SORBI_3003G408800"	"DEK-C domain-containing protein"	"PROTEIN DEK (PTHR13468:SF1)"	"chromatin/chromatin-binding, or -regulatory protein(PC00077)"	"DNA binding(GO:0003677);histone binding(GO:0042393)"	"chromatin organization(GO:0006325);regulation of double-strand break repair(GO:2000779)"	"nucleus(GO:0005634)"
"SORBI_3004G294300"	"Uncharacterized protein"	"EXPANSIN-B4 (PTHR31692:SF125)"	NA	NA	"sexual reproduction(GO:0019953);cell wall organization(GO:0071555)"	"extracellular region(GO:0005576)"
"SORBI_3002G293000"	"C2H2-type domain-containing protein"	"PROTEIN INDETERMINATE-DOMAIN 5 CHLOROPLASTIC (PTHR10593:SF114)"	"non-receptor serine/threonine protein kinase(PC00167)"	"DNA-binding transcription factor activity(GO:0003700);zinc ion binding(GO:0008270)"	"regulation of DNA-templated transcription(GO:0006355)"	"nucleus(GO:0005634)"
"SORBI_3002G329800"	"PGG domain-containing protein"	"PROTEIN VASCULATURE COMPLEXITY AND CONNECTIVITY (PTHR31769:SF54)"	NA	NA	NA	"endomembrane system(GO:0012505);membrane(GO:0016020)"
"SORBI_3006G056600"	"50S ribosomal protein L4, chloroplastic"	"LARGE RIBOSOMAL SUBUNIT PROTEIN UL4M (PTHR10746:SF6)"	"ribosomal protein(PC00202)"	"structural constituent of ribosome(GO:0003735)"	"translation(GO:0006412)"	"ribosome(GO:0005840);ribonucleoprotein complex(GO:1990904)"
"SORBI_3002G120900"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3004G200200"	"ZZ-type domain-containing protein"	"PROTEIN ILRUN (PTHR20930:SF0)"	NA	"zinc ion binding(GO:0008270)"	NA	"nucleus(GO:0005634);cytoplasmic vesicle(GO:0031410)"
"SORBI_3001G327400"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3010G060600"	"H(+)-exporting diphosphatase"	"K(+)-INSENSITIVE PYROPHOSPHATE-ENERGIZED PROTON PUMP (PTHR31998:SF55)"	NA	"inorganic diphosphate phosphatase activity(GO:0004427);diphosphate hydrolysis-driven proton transmembrane transporter activity(GO:0009678)"	"monoatomic ion transport(GO:0006811);proton transmembrane transport(GO:1902600)"	"endomembrane system(GO:0012505);membrane(GO:0016020)"
"SORBI_3002G003000"	"DDRGK domain-containing protein 1"	"DDRGK DOMAIN-CONTAINING PROTEIN 1 (PTHR48176:SF1)"	NA	"ubiquitin-like protein ligase binding(GO:0044389)"	NA	"membrane(GO:0016020)"
"SORBI_3010G031900"	"Early nodulin"	"EARLY NODULIN-93 (PTHR33605:SF2)"	NA	NA	NA	"membrane(GO:0016020)"
"SORBI_3007G077766"	"Receptor-like serine_threonine-protein kinase"	"RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE (PTHR47976:SF42)"	"transmembrane signal receptor(PC00197)"	"protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);3-phosphoinositide-dependent protein kinase activity(GO:0004676);DNA-dependent protein kinase activity(GO:0004677);AMP-activated protein kinase activity(GO:0004679);eukaryotic translation initiation factor 2alpha kinase activity(GO:0004694);ribosomal protein S6 kinase activity(GO:0004711);ATP binding(GO:0005524);carbohydrate binding(GO:0030246);histone H3S10 kinase activity(GO:0035175);histone H3T11 kinase activity(GO:0035402);histone H3T6 kinase activity(GO:0035403);histone H2AXS139 kinase activity(GO:0035979);histone H3S28 kinase activity(GO:0044022);histone H4S1 kinase activity(GO:0044023);histone H2AS1 kinase activity(GO:0044024);histone H2BS14 kinase activity(GO:0044025);histone H3T3 kinase activity(GO:0072354);histone H2AS121 kinase activity(GO:0072371);Rho-dependent protein serine/threonine kinase activity(GO:0072518);protein serine kinase activity(GO:0106310);histone H2BS36 kinase activity(GO:0140823);histone H3S57 kinase activity(GO:0140855);histone H3T45 kinase activity(GO:0140857);histone H2AT120 kinase activity(GO:1990244)"	"chromatin remodeling(GO:0006338);response to other organism(GO:0051707)"	"membrane(GO:0016020)"
"SORBI_3003G418900"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3002G183750"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3004G090100"	"Embryo surrounding factor 1 brassicaceae domain-containing protein"	NA	NA	NA	NA	NA
"SORBI_3004G039400"	"ATP-dependent RNA helicase"	"EUKARYOTIC INITIATION FACTOR 4A-3 (PTHR24031:SF779)"	"RNA helicase(PC00032)"	"nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA helicase activity(GO:0003724);translation initiation factor activity(GO:0003743);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)"	"cytoplasmic translational initiation(GO:0002183)"	"cytoplasmic stress granule(GO:0010494)"
"SORBI_3002G069100"	"AP2_ERF domain-containing protein"	"AP2_ERF DOMAIN-CONTAINING PROTEIN (PTHR31190:SF281)"	NA	"DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)"	"regulation of DNA-templated transcription(GO:0006355);ethylene-activated signaling pathway(GO:0009873)"	"nucleus(GO:0005634)"
"SORBI_3008G052500"	"Protein kinase domain-containing protein"	"OS11G0695000 PROTEIN (PTHR27008:SF497)"	NA	"protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)"	NA	"membrane(GO:0016020)"
"SORBI_3001G528900"	"Fe_B12 periplasmic-binding domain-containing protein"	"F12P19.7 (PTHR38360:SF1)"	NA	NA	NA	NA
"SORBI_3008G086100"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3003G434700"	"tRNA uridine 5-carboxymethylaminomethyl modification enzyme C-terminal subdomain domain-containing protein"	"PROTEIN MTO1 HOMOLOG, MITOCHONDRIAL (PTHR11806:SF0)"	NA	"flavin adenine dinucleotide binding(GO:0050660)"	"tRNA wobble uridine modification(GO:0002098);tRNA methylation(GO:0030488)"	NA
"SORBI_3002G190500"	"Alpha-amylase"	"ALPHA-AMYLASE ISOZYME 2A (PTHR43447:SF38)"	"amylase(PC00048)"	"alpha-amylase activity(GO:0004556);calcium ion binding(GO:0005509);hydrolase activity, acting on glycosyl bonds(GO:0016798)"	"carbohydrate metabolic process(GO:0005975);sucrose catabolic process(GO:0005987)"	NA
"SORBI_3004G274500"	"FBD domain-containing protein"	"OS02G0694100 PROTEIN (PTHR31639:SF245)"	NA	NA	NA	NA
"SORBI_3003G185000"	"Agenet domain-containing protein"	"OS01G0556800 PROTEIN (PTHR31917:SF150)"	NA	NA	NA	NA
"SORBI_3001G176700"	"CNNM transmembrane domain-containing protein"	"UPF0053 PROTEIN SLL0260 (PTHR22777:SF17)"	NA	"flavin adenine dinucleotide binding(GO:0050660)"	NA	"membrane(GO:0016020)"
"SORBI_3006G204400"	"Maltose excess protein 1-like, chloroplastic"	"MALTOSE EXCESS PROTEIN 1, CHLOROPLASTIC-RELATED (PTHR34809:SF1)"	NA	"maltose transmembrane transporter activity(GO:0005363)"	"maltose transport(GO:0015768)"	"chloroplast envelope(GO:0009941);membrane(GO:0016020)"
"SORBI_3007G001100"	"Glycosyl transferase CAP10 domain-containing protein"	"OS08G0101800 PROTEIN (PTHR12203:SF105)"	NA	NA	NA	"membrane(GO:0016020)"
"SORBI_3005G080000"	"Uncharacterized protein"	NA	NA	NA	NA	NA
"SORBI_3003G063400"	"Glycosyltransferases"	NA	NA	"galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity(GO:0015018);glycosyltransferase activity(GO:0016757)"	"cell wall organization(GO:0071555)"	"Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794);membrane(GO:0016020)"
